WKT,fid
"SRID=3857;POLYGON ((-168872.4578459001 745727.7127684269, -168888.41000382535 745727.4101754606, -168888.6325529582 745739.2796429273, -168885.52677614233 745739.3355853461, -168885.60466333642 745743.5947689322, -168872.75848245068 745743.8301302869, -168872.4578459001 745727.7127684269))",19675
"SRID=3857;POLYGON ((-168713.47136567498 745808.70281422, -168708.99635604295 745789.9739783339, -168712.32478210982 745789.1893726283, -168711.2895231733 745784.840677559, -168725.30461260944 745781.4893713553, -168727.8204289845 745792.0251013978, -168730.15814598615 745791.4646687316, -168732.60718761018 745801.7312720029, -168725.3602749238 745803.4573243313, -168725.9057856051 745805.732621027, -168713.47136567498 745808.70281422), (-168719.52714492488 745793.9865149905, -168718.83697229845 745791.0835543603, -168716.2877184888 745791.6888417947, -168716.97799122706 745794.5917016662, -168719.52714492488 745793.9865149905))",19676
"SRID=3857;POLYGON ((-168615.00934061984 745873.1944600097, -168620.41939700278 745872.4547079506, -168621.43243105957 745879.840838887, -168616.0111621281 745880.5694025307, -168615.00934061984 745873.1944600097))",19678
"SRID=3857;POLYGON ((-168622.9241009348 745877.8233788637, -168621.66619274725 745868.6327734008, -168620.107748121 745868.8456574761, -168619.25058855786 745862.5018736433, -168620.80903319045 745862.2888887952, -168620.40247806185 745859.3321995481, -168634.62309758447 745857.12100775, -168637.1730521768 745875.8844400892, -168622.9241009348 745877.8233788637))",19679
"SRID=3857;POLYGON ((-168637.4635774088 745856.6793137105, -168652.9907595873 745854.2650153439, -168654.58334243722 745860.9102831504, -168652.52393699458 745861.4034846816, -168654.68355461652 745870.3923933629, -168641.51451230046 745873.5530971339, -168637.4635774088 745856.6793137105))",19680
"SRID=3857;POLYGON ((-168650.01923306254 745913.8800322765, -168648.3049139363 745900.8673831627, -168657.55556974467 745899.6457181601, -168657.7448816729 745901.0578903311, -168668.23112068357 745899.6792837109, -168668.48720736286 745901.6743674999, -168672.03828267442 745901.2036434357, -168673.307303305 745910.8202244397, -168650.01923306254 745913.8800322765))",19682
"SRID=3857;POLYGON ((-168742.92653978965 745835.4454462976, -168751.954546347 745832.8338885126, -168753.40166635095 745837.8103531443, -168744.3736597936 745840.421810363, -168742.92653978965 745835.4454462976))",19683
"SRID=3857;POLYGON ((-168716.632904917 745890.0738931794, -168724.95952629938 745888.941938121, -168727.35290560906 745906.561128652, -168719.02618411486 745907.6931848652, -168716.632904917 745890.0738931794))",19685
"SRID=3857;POLYGON ((-168727.79820410477 745893.9294955631, -168737.05997235616 745893.503626421, -168737.64993279698 745906.706881771, -168728.38816454558 745907.1327510158, -168727.79820410477 745893.9294955631))",19686
"SRID=3857;POLYGON ((-168738.2845432209 745884.2344971411, -168743.6278248528 745883.6403971937, -168744.8523957239 745894.6132045441, -168739.52012641687 745895.2184931221, -168738.2845432209 745884.2344971411))",19687
"SRID=3857;POLYGON ((-168751.64279735973 745886.3864211522, -168756.79696728068 745885.87084237, -168757.46481491558 745892.4948457499, -168752.32185754314 745893.0104246008, -168751.64279735973 745886.3864211522))",19688
"SRID=3857;POLYGON ((-168884.82549107916 746069.3262768162, -168891.7940922002 746067.5665496667, -168895.67914138513 746083.0226772721, -168888.7105402641 746084.77111557, -168884.82549107916 746069.3262768162))",19692
"SRID=3857;POLYGON ((-168920.53676869685 746144.2866942409, -168934.71884507604 746141.9778177843, -168935.53145476154 746146.9990647653, -168921.3493783887 746149.3080422309, -168920.53676869685 746144.2866942409))",19694
"SRID=3857;POLYGON ((-168812.85742515614 746149.7227247917, -168812.53456371947 746146.875788937, -168809.06147571382 746147.2680943529, -168808.18199115913 746139.590520677, -168811.3879801543 746139.220592452, -168810.87590690755 746134.6812608178, -168825.1248581496 746133.0672852838, -168825.71481859038 746138.2679516708, -168828.7538206552 746137.9205013814, -168829.86706689763 746147.7164433987, -168827.0618265205 746148.0302272562, -168828.04142314903 746156.6942104904, -168810.01874734444 746158.7453472912, -168809.03915071592 746150.1485959258, -168812.85742515614 746149.7227247917))",19697
"SRID=3857;POLYGON ((-168810.43070852367 746102.3679919717, -168825.28063253142 746101.4602068636, -168826.78351496148 746125.7932074193, -168811.93349084197 746126.7009929307, -168810.43070852367 746102.3679919717))",19699
"SRID=3857;POLYGON ((-169112.50727346848 746143.6366486414, -169112.68537284818 746141.619178903, -169107.59807778374 746141.1708299072, -169109.08974765896 746123.99981197, -169127.8359334128 746125.6362651585, -169127.46852210487 746129.9290444625, -169131.15324703665 746130.2540167844, -169130.04000079422 746143.1210674316, -169125.19767997236 746142.7063849209, -169125.01958059266 746144.7238546931, -169112.50727346848 746143.6366486414))",19705
"SRID=3857;POLYGON ((-168989.5437197492 746075.4683882688, -168993.55120599945 746072.1058757388, -168996.6793078069 746075.8382152722, -168992.6718215566 746079.2007280312, -168989.5437197492 746075.4683882688))",19715
"SRID=3857;POLYGON ((-168949.64685650147 746105.9434921539, -168957.1052058777 746100.6083645518, -168961.20179187693 746106.3581743928, -168953.7544548256 746111.6820131951, -168949.64685650147 746105.9434921539))",19718
"SRID=3857;POLYGON ((-169141.33894960224 746142.9641251211, -169141.22762497354 746140.0612467898, -169136.07355516442 746140.2629433583, -169135.33883266666 746121.0520796083, -169157.38010715827 746120.2002369919, -169158.23726672138 746142.3140795376, -169141.33894960224 746142.9641251211))",19724
"SRID=3857;POLYGON ((-169887.53579284457 746063.0945568612, -169897.49884615914 746061.96249743, -169897.91080733837 746065.6163148261, -169895.8736267755 746065.8516775704, -169897.1204225263 746076.903042874, -169872.0401459699 746079.7386857446, -169870.64858816212 746067.4432740174, -169887.8141044036 746065.4930391873, -169887.53579284457 746063.0945568612))",19725
"SRID=3857;POLYGON ((-170420.01028081946 746863.0738178698, -170421.78026225374 746854.0063244407, -170444.7677960574 746858.4783818527, -170442.9978146168 746867.5459768154, -170420.01028081946 746863.0738178698))",19732
"SRID=3857;POLYGON ((-170421.7245999394 746847.9874030488, -170425.0975758776 746836.7566611692, -170438.8121288813 746840.8700737089, -170439.84748792963 746837.4291932127, -170448.75295731612 746840.1079311537, -170444.3447224351 746854.7796558974, -170421.7245999394 746847.9874030488))",19734
"SRID=3857;POLYGON ((-170466.34144706174 746878.0257706565, -170459.22818398924 746876.3109739721, -170459.5621578626 746874.9547202192, -170446.50434005706 746871.805147358, -170449.34301786876 746860.0027682716, -170472.56421324832 746865.6069021994, -170469.7144229999 746877.3980937757, -170466.6754209351 746876.6696176667, -170466.34144706174 746878.0257706565))",19735
"SRID=3857;POLYGON ((-170450.75680054992 746853.8270026642, -170453.01653024572 746841.0942510684, -170478.6088800552 746845.6336412777, -170477.56250867565 746851.5404737092, -170474.63483123315 746851.0136971253, -170473.4213728051 746857.8395164876, -170450.75680054992 746853.8270026642))",19737
"SRID=3857;POLYGON ((-170437.3538964343 746815.0908926199, -170438.78990399523 746810.5179388415, -170450.8012503094 746814.2838948201, -170448.71961999332 746820.9304887309, -170444.12207319043 746819.4846259214, -170444.7677960574 746817.4222756705, -170437.3538964343 746815.0908926199))",19738
"SRID=3857;POLYGON ((-170430.2183083766 746830.6256530097, -170433.62472174305 746815.2702142694, -170444.27794768405 746817.6351634348, -170442.9087148742 746823.7773588402, -170445.6360680572 746824.3826576902, -170444.51170937179 746829.4263446737, -170441.78435618876 746828.821146567, -170440.8604218746 746832.9906028386, -170430.2183083766 746830.6256530097))",19739
"SRID=3857;POLYGON ((-170460.69762899107 746834.1899112527, -170462.93513380078 746818.1395622903, -170482.63869129703 746820.8968218166, -170480.4010863692 746836.9471715941, -170460.69762899107 746834.1899112527))",19740
"SRID=3857;POLYGON ((-170435.38349062877 746804.3085119148, -170439.34652711957 746787.899427803, -170455.7772207515 746791.8671819931, -170451.81428437252 746808.2762672948, -170435.38349062877 746804.3085119148))",19741
"SRID=3857;POLYGON ((-170460.39699243417 746791.03780714, -170465.72926174116 746768.9349920504, -170485.2101699864 746773.6312195931, -170484.10803618073 746778.1930823955, -170486.65728999037 746778.809468641, -170483.9522617989 746790.0290099331, -170481.40300798925 746789.4126235612, -170479.87790067942 746795.7341373782, -170460.39699243417 746791.03780714))",19742
"SRID=3857;POLYGON ((-170225.1566484767 746884.2463946625, -170228.17342566178 746877.6222712912, -170236.88978334365 746881.5788432675, -170233.8730061586 746888.2141558388, -170225.1566484767 746884.2463946625))",19748
"SRID=3857;POLYGON ((-170219.69092977943 746905.0267695978, -170221.66123547315 746899.1759757948, -170222.7076068527 746899.5234309161, -170226.19190741322 746889.1780991781, -170233.10484622626 746891.5094853855, -170227.65023997202 746907.7055108545, -170219.69092977943 746905.0267695978))",19749
"SRID=3857;POLYGON ((-170293.5958639616 746890.2317538849, -170301.25463771544 746872.4776798323, -170310.1045448994 746876.2884957423, -170302.4457711519 746894.0425710315, -170293.5958639616 746890.2317538849))",19756
"SRID=3857;POLYGON ((-170305.36233615136 746907.6382777245, -170307.44406657922 746901.3616066544, -170315.50358895745 746904.0404485306, -170313.42185852324 746910.3171199082, -170305.36233615136 746907.6382777245))",19759
"SRID=3857;POLYGON ((-170313.77815738815 746899.5010534758, -170317.6743190161 746887.7770902419, -170324.63180770044 746890.0859981476, -170320.73554596066 746901.8099618827, -170313.77815738815 746899.5010534758))",19760
"SRID=3857;POLYGON ((-170285.87031546308 746862.177208857, -170287.74050908297 746857.4360172646, -170293.03934095538 746859.5320359684, -170291.1691473355 746864.2619382271, -170285.87031546308 746862.177208857))",19762
"SRID=3857;POLYGON ((-170279.30246296644 746847.6175708295, -170281.01678208634 746833.5061905455, -170292.04853177836 746834.8512545546, -170290.32310020906 746848.9625343925, -170279.30246296644 746847.6175708295))",19763
"SRID=3857;POLYGON ((-170295.95590595485 746865.6069021994, -170299.6850806461 746856.1919535022, -170318.8765648893 746863.8023945967, -170315.1361776495 746873.2174454023, -170295.95590595485 746865.6069021994))",19764
"SRID=3857;POLYGON ((-170236.31083522775 746814.0261514592, -170237.86937996585 746806.7630710212, -170252.42998008966 746809.9014514335, -170250.86032290853 746817.1644314959, -170236.31083522775 746814.0261514592))",19765
"SRID=3857;POLYGON ((-170238.54844015557 746840.0070311872, -170239.8953479739 746831.4214623471, -170246.27398865414 746832.4189708086, -170244.93819327254 746841.0046406038, -170238.54844015557 746840.0070311872))",19766
"SRID=3857;POLYGON ((-170259.82155471484 746729.5824555949, -170259.8772170292 746725.4690514205, -170264.28545190388 746725.5362843267, -170264.22978959588 746729.6384998239, -170259.82155471484 746729.5824555949))",19772
"SRID=3857;POLYGON ((-170274.82745333435 746725.1327860857, -170274.90534052844 746717.5111755902, -170281.99637871486 746717.5895971729, -170281.91849152077 746725.2000189979, -170274.82745333435 746725.1327860857))",19773
"SRID=3857;POLYGON ((-170231.53528915692 746721.0080927665, -170240.94181946525 746720.8736269653, -170241.0085942163 746725.6371840886, -170236.4110474134 746725.7044169952, -170236.4221598501 746726.0967265588, -170231.60206390798 746726.1639594656, -170231.53528915692 746721.0080927665))",19776
"SRID=3857;POLYGON ((-170251.606157843 746726.7692572421, -170251.606157843 746726.1079152466, -170250.0477132167 746726.130292616, -170249.74717677795 746704.7448896674, -170256.97176446646 746704.6439899503, -170257.28351346005 746726.6907348478, -170251.606157843 746726.7692572421))",19777
"SRID=3857;POLYGON ((-170272.36729927367 746672.8347822335, -170276.68643440574 746672.7675493857, -170276.76442171165 746678.3604754611, -170272.44518646772 746678.4165196376, -170272.36729927367 746672.8347822335))",19778
"SRID=3857;POLYGON ((-170250.74899828617 746681.6556915784, -170269.02766065826 746681.3979488359, -170269.16131027215 746691.3509319819, -170266.33374490347 746691.395787491, -170266.43395708912 746698.703607334, -170250.99397252244 746698.927683319, -170250.74899828617 746681.6556915784))",19779
"SRID=3857;POLYGON ((-170232.20323690365 746679.8960455413, -170246.29621353387 746679.660579365, -170246.6079625275 746698.703607334, -170232.52599822215 746698.9389727935, -170232.20323690365 746679.8960455413))",19780
"SRID=3857;POLYGON ((-170112.9244081098 746648.019518598, -170117.04321898878 746636.1948104418, -170138.46109560496 746643.65956666, -170134.34218462053 746655.484276435, -170112.9244081098 746648.019518598))",19781
"SRID=3857;POLYGON ((-170132.50542842888 746664.3388497954, -170132.60564061452 746658.7794911688, -170135.533318057 746658.8355353188, -170135.588980365 746655.3386221215, -170144.5168748549 746655.4954651021, -170144.36100036124 746664.540649094, -170132.50542842888 746664.3388497954))",19782
"SRID=3857;POLYGON ((-170138.5612076788 746705.372564568, -170138.75051960704 746694.74704858, -170145.87489511623 746694.870325642, -170145.68568329982 746705.4958416538, -170138.5612076788 746705.372564568))",19783
"SRID=3857;POLYGON ((-170134.08619805306 746692.2700163437, -170134.34218462053 746677.1275036426, -170137.55938617053 746677.1835478179, -170137.58161105026 746675.6256004651, -170147.8786382382 746675.8049216514, -170147.85641335844 746677.3629698078, -170152.22009836818 746677.4413913329, -170151.9641117944 746692.5726146476, -170134.08619805306 746692.2700163437))",19784
"SRID=3857;POLYGON ((-170157.63025486292 746689.5911848405, -170158.0087786076 746668.0936070452, -170170.09801210952 746668.3065950273, -170170.06467479304 746670.312895497, -170173.5823126764 746670.3689396653, -170173.3708759802 746682.4291213918, -170172.50250386223 746682.4066432416, -170172.38006679685 746689.8490284141, -170157.63025486292 746689.5911848405))",19785
"SRID=3857;POLYGON ((-170157.32971841787 746700.1158001124, -170177.30037492458 746699.3088040084, -170177.8236607262 746712.2095544426, -170176.25400354507 746712.2655986538, -170176.55453998383 746719.7528434127, -170158.1534405527 746720.4925061194, -170157.32971841787 746700.1158001124))",19786
"SRID=3857;POLYGON ((-170158.8325007361 746725.4241958834, -170178.0239849793 746724.1576569485, -170178.70304516907 746734.4692906336, -170176.02024185733 746734.6487128115, -170176.5434275471 746742.5505468978, -170160.0236341726 746743.6377648428, -170158.8325007361 746725.4241958834))",19787
"SRID=3857;POLYGON ((-169923.10240851715 746499.7674374253, -169922.60144770713 746479.7943100167, -169941.83748182794 746479.3122915478, -169942.0043686528 746486.4070958012, -169939.14346596136 746486.474429212, -169939.34389033262 746494.174529598, -169940.15650002446 746494.1520515252, -169940.29004952655 746499.3414627737, -169923.10240851715 746499.7674374253))",19795
"SRID=3857;POLYGON ((-169902.34126709282 746504.5982079474, -169901.85151883765 746484.9500531966, -169899.9813252114 746484.9949085366, -169899.82545071776 746478.9312731884, -169915.74417120844 746478.527675967, -169916.37868152687 746504.2507553333, -169902.34126709282 746504.5982079474))",19796
"SRID=3857;POLYGON ((-169902.1186178418 746531.8567646923, -169901.19468352766 746524.0557596155, -169899.45813952162 746524.2575583967, -169897.99980696916 746511.9060028514, -169912.27098309092 746510.2134941207, -169914.6643624006 746530.3772427839, -169902.1186178418 746531.8567646923))",19797
"SRID=3857;POLYGON ((-169901.33944558457 746555.6855600706, -169901.528657401 746551.5161249246, -169892.06646478464 746551.0901498704, -169892.7121876516 746536.418506545, -169916.15603227585 746537.4608650125, -169915.49919697217 746552.1325086174, -169911.3692736565 746551.9531878363, -169911.18006184007 746556.1227238139, -169901.33944558457 746555.6855600706))",19798
"SRID=3857;POLYGON ((-169944.55362246244 746549.1847532011, -169944.6315096502 746537.5729530707, -169950.34220259005 746537.6178084537, -169950.26431539597 746549.2184199482, -169944.55362246244 746549.1847532011))",19799
"SRID=3857;POLYGON ((-169920.82035382983 746564.5513059478, -169921.0763404036 746557.5909569663, -169924.6830780295 746557.7254223662, -169925.23970114754 746542.3476828982, -169943.12872733825 746542.9977332244, -169942.4942170198 746560.4266247236, -169936.67219946394 746560.2137379599, -169936.49410008424 746565.12293518, -169920.82035382983 746564.5513059478))",19800
"SRID=3857;POLYGON ((-169980.35399982272 746602.9733513992, -169987.96822369893 746602.9284959625, -169988.0349984563 746616.9612945616, -169980.43188701684 746617.0061500097, -169980.35399982272 746602.9733513992))",19802
"SRID=3857;POLYGON ((-169996.10573338304 746646.2934396504, -169993.7011415185 746626.6901902938, -170009.74229907454 746624.7286460854, -170010.5215714436 746631.0165748813, -170014.88525644699 746630.4785109594, -170016.20993939188 746641.2497695445, -170005.95746207525 746642.5050170979, -170006.26911095073 746645.0493806816, -169996.10573338304 746646.2934396504))",19803
"SRID=3857;POLYGON ((-170019.04861719726 746614.7981531769, -170025.68324445127 746614.6748762951, -170025.96155601027 746630.1759130054, -170019.3269287563 746630.2880012534, -170019.04861719726 746614.7981531769))",19804
"SRID=3857;POLYGON ((-170048.20325487317 746635.488614071, -170048.01394294493 746632.9668298602, -170060.41492544045 746632.0589351566, -170060.60423736868 746634.5808201241, -170068.45222293894 746634.0091901665, -170069.39848224467 746647.0443908348, -170041.85795150936 746649.0618791908, -170040.90067987243 746636.0266780484, -170048.20325487317 746635.488614071))",19805
"SRID=3857;POLYGON ((-170002.88502257585 746782.7884108714, -170003.1744465779 746780.1096757299, -169999.45638432333 746779.7173657791, -170000.88127944755 746766.099212685, -170021.63120832335 746768.273649539, -170020.07276369704 746783.1920103363, -170012.22477813315 746782.362534816, -170012.08001607622 746783.7523523599, -170002.88502257585 746782.7884108714))",19806
"SRID=3857;POLYGON ((-170090.2486232998 746811.1343254511, -170103.13935405682 746807.603735616, -170110.60891599423 746834.8512545546, -170097.70697268232 746838.381846154, -170090.2486232998 746811.1343254511))",19807
"SRID=3857;POLYGON ((-170105.4325211872 746863.4549397023, -170105.97803186852 746853.2889365518, -170112.6460965508 746853.6475800956, -170112.10058586948 746863.8135833129, -170105.4325211872 746863.4549397023))",19808
"SRID=3857;POLYGON ((-170105.29897167877 746851.6974180576, -170105.9112571175 746840.4330084901, -170113.38081904856 746840.8365075812, -170112.76853361618 746852.1009172316, -170105.29897167877 746851.6974180576))",19809
"SRID=3857;POLYGON ((-170114.2379786117 746849.7022996448, -170114.68317699555 746839.3233104008, -170125.23629086275 746839.7828538256, -170124.79099236705 746850.1506544434, -170114.2379786117 746849.7022996448))",19810
"SRID=3857;POLYGON ((-170069.92166793442 746881.7245989823, -170082.9126108708 746865.1586480667, -170092.2189289935 746872.455201604, -170089.29125155733 746876.1875957025, -170092.58624018962 746878.7767250144, -170082.52297468943 746891.6103854534, -170069.92166793442 746881.7245989823))",19811
"SRID=3857;POLYGON ((-170118.28991462145 746887.250313309, -170130.20114886182 746885.882870571, -170132.54997830017 746906.3605458473, -170120.64995661468 746907.7279890974, -170118.28991462145 746887.250313309))",19812
"SRID=3857;POLYGON ((-170106.87974130295 746915.0918822496, -170103.9631763035 746889.7945874729, -170114.54962749348 746888.5729004106, -170116.90956936855 746909.162665513, -170121.18425474115 746908.6694545436, -170121.34012924114 746910.0144196012, -170125.9599009238 746909.4876424543, -170126.3495371115 746912.850206425, -170106.87974130295 746915.0918822496))",19813
"SRID=3857;POLYGON ((-169693.884406375 746431.4306019554, -169700.16283487593 746430.9597725333, -169700.48569630622 746435.2413871506, -169694.1960552568 746435.7121158112, -169693.884406375 746431.4306019554))",19814
"SRID=3857;POLYGON ((-169718.78658355802 746462.8809276064, -169731.76641405767 746461.7825266041, -169733.2024216249 746478.7294745806, -169720.22259112526 746479.8390645542, -169718.78658355802 746462.8809276064))",19815
"SRID=3857;POLYGON ((-169735.30637693254 746462.0178910448, -169750.9133484359 746460.6392702974, -169751.69262080494 746469.4377681835, -169736.0856493016 746470.8163891525, -169735.30637693254 746462.0178910448))",19816
"SRID=3857;POLYGON ((-169823.12628848338 746474.9635416836, -169835.51615854222 746474.8514537534, -169835.70547047045 746494.8581452743, -169823.31560041162 746494.9702332453, -169823.12628848338 746474.9635416836))",19817
"SRID=3857;POLYGON ((-169777.56328217345 746439.61261191, -169778.22001736533 746430.9934392077, -169799.01449611242 746432.5738576456, -169798.35776092057 746441.1929297985, -169777.56328217345 746439.61261191))",19819
"SRID=3857;POLYGON ((-169678.33309718597 746515.2572529512, -169690.18856900648 746510.4713368494, -169692.67104805878 746516.6022083468, -169680.81547613276 746521.388225783, -169678.33309718597 746515.2572529512))",19820
"SRID=3857;POLYGON ((-169632.32469226854 746559.2721777095, -169646.328669268 746553.6120311074, -169650.11360637908 746562.993361801, -169632.58077894783 746570.0881768999, -169630.30983670353 746564.4952618879, -169633.86091201508 746563.0605945076, -169632.32469226854 746559.2721777095))",19821
"SRID=3857;POLYGON ((-169667.67977113315 746548.5794573948, -169663.93948400515 746534.726097855, -169668.75957994728 746533.4258965951, -169666.7336119392 746525.9387781161, -169679.88042937554 746522.3857285938, -169681.82851018952 746529.6151045589, -169680.00286644092 746530.0970226725, -169680.78213880997 746532.9663557428, -169682.60778255857 746532.4731481636, -169683.72092868917 746536.5978272752, -169681.88417250384 746537.0910348978, -169682.55212025056 746539.5568714555, -169684.37776399916 746539.063663817, -169685.94732106847 746544.8583750878, -169674.3256109357 746547.996639684, -169674.0249743851 746546.8646710326, -169667.67977113315 746548.5794573948))",19822
"SRID=3857;POLYGON ((-169702.745426002 746522.3857285938, -169715.1241836178 746519.0456667031, -169718.78658355802 746532.6077143003, -169706.40782594224 746535.9589656674, -169702.745426002 746522.3857285938))",19824
"SRID=3857;POLYGON ((-169697.96977981937 746570.1555104136, -169692.27029943437 746549.050287822, -169704.76028156703 746545.6765575595, -169706.06273962584 746550.5185207847, -169707.65462168673 746550.0926465365, -169709.75857699435 746557.8711772185, -169708.16669493346 746558.2970515272, -169710.45986206384 746566.7817788504, -169697.96977981937 746570.1555104136))",19825
"SRID=3857;POLYGON ((-169661.76875394018 746558.0393093718, -169667.10092313535 746557.1762713101, -169667.76887087573 746561.3457068935, -169662.43660157506 746562.2087450209, -169661.76875394018 746558.0393093718))",19826
"SRID=3857;POLYGON ((-169676.24025432137 746555.0802641925, -169688.37403769462 746551.8075337982, -169694.2294926914 746573.5179527298, -169680.23662812865 746577.2951818564, -169677.0528640069 746565.4815768356, -169678.91194519008 746564.977281107, -169676.24025432137 746555.0802641925))",19827
"SRID=3857;POLYGON ((-169718.86447075213 746597.9632512574, -169712.1741811901 746573.1928769852, -169717.89598656664 746571.6574106971, -169720.84598899435 746582.5630223759, -169722.39332118392 746582.1371478785, -169724.95368743027 746591.6193829695, -169723.4063552407 746592.0452575407, -169724.58627612866 746596.416494821, -169718.86447075213 746597.9632512574))",19828
"SRID=3857;POLYGON ((-169700.4300339919 746577.104571537, -169711.95153193906 746573.9886825794, -169718.49715955596 746598.2210944056, -169706.97556150332 746601.3369847425, -169700.4300339919 746577.104571537))",19829
"SRID=3857;POLYGON ((-169688.65234925994 746601.6172052252, -169693.7508568729 746600.2385809621, -169694.88622788325 746604.46406392, -169689.7878203821 746605.8426882896, -169688.65234925994 746601.6172052252))",19830
"SRID=3857;POLYGON ((-169674.97123369083 746584.7150746265, -169696.6562093175 746578.8643150681, -169701.39841807188 746596.4389729358, -169679.7245548819 746602.2896335742, -169674.97123369083 746584.7150746265))",19831
"SRID=3857;POLYGON ((-169709.48026543533 746621.6912766541, -169705.48389162176 746606.8962367426, -169729.88510799475 746600.3058137144, -169734.538317112 746617.5554024648, -169723.0834938104 746620.6488157776, -169722.41554606365 746618.1942650249, -169709.48026543533 746621.6912766541))",19832
"SRID=3857;POLYGON ((-169680.793251253 746616.1431110181, -169703.1907244977 746609.4966427769, -169707.0089989316 746622.3525165895, -169684.61152568687 746628.9990871903, -169680.793251253 746616.1431110181))",19833
"SRID=3857;POLYGON ((-169909.16520626872 746575.1543185546, -169909.28764333413 746564.1142429358, -169917.31372827775 746564.2038529468, -169917.2024036554 746575.2328407316, -169909.16520626872 746575.1543185546))",19834
"SRID=3857;POLYGON ((-169926.89835795946 746575.6811932818, -169927.00968258813 746565.8850738995, -169936.23811351677 746565.9747847121, -169936.12678889444 746575.7819919691, -169926.89835795946 746575.6811932818))",19835
"SRID=3857;POLYGON ((-169919.2061467774 746527.2388783997, -169919.37313371408 746511.2334748078, -169932.57561346472 746511.3792295363, -169932.564501028 746512.5897195473, -169940.0675003937 746512.6681408299, -169940.02295051605 746516.8151957394, -169936.87262382888 746516.7816298105, -169936.80574896603 746522.834080711, -169936.11557633957 746522.834080711, -169936.01546426574 746532.3835382045, -169923.04674620915 746532.2490728603, -169923.10240851715 746527.2725451271, -169919.2061467774 746527.2388783997))",19836
"SRID=3857;POLYGON ((-169962.95472189353 746517.4540571239, -169963.05493407918 746512.0629462259, -169971.1144564574 746512.2086001582, -169971.01424427176 746517.6110005141, -169962.95472189353 746517.4540571239))",19837
"SRID=3857;POLYGON ((-169925.56256258418 746504.9231824927, -169940.07861283037 746504.11618926, -169940.37914926914 746509.4962115366, -169925.86309902294 746510.3032048421, -169925.56256258418 746504.9231824927))",19838
"SRID=3857;POLYGON ((-169941.94870633847 746456.7724393845, -169948.08247289425 746456.4361757004, -169948.5834337043 746465.5037040624, -169942.4496671485 746465.8511564306, -169941.94870633847 746456.7724393845))",19839
"SRID=3857;POLYGON ((-169918.47152439147 746471.2535522116, -169917.50304020598 746453.7910224209, -169932.45317639934 746452.9616526905, -169932.85392502375 746460.1910194877, -169935.3252916393 746460.0452648955, -169935.89292708857 746470.289616233, -169918.47152439147 746471.2535522116))",19840
"SRID=3857;POLYGON ((-169855.62046466288 746438.7831415964, -169855.73178929155 746429.0880467248, -169860.8414093412 746429.1440906398, -169860.81908434964 746431.2064262673, -169874.967823406 746431.3632686058, -169874.87872366342 746439.0073173152, -169855.62046466288 746438.7831415964))",19841
"SRID=3857;POLYGON ((-169841.95046153676 746528.3149034268, -169841.3381761044 746502.5919135517, -169867.5205864665 746501.9642409764, -169867.6986858399 746509.395312173, -169865.37208128127 746509.4513561765, -169865.62806785508 746520.2001128626, -169868.44452078067 746520.1328802087, -169868.62262015408 746527.6648532685, -169841.95046153676 746528.3149034268))",19842
"SRID=3857;POLYGON ((-169841.13785184495 746472.1502556188, -169853.70582128348 746471.9708342949, -169854.02858260198 746494.4771268066, -169851.8912899716 746494.5106927158, -169851.9469522859 746497.6714325061, -169841.50516304106 746497.8283758332, -169841.13785184495 746472.1502556188))",19843
"SRID=3857;POLYGON ((-169810.7476309794 746496.001402289, -169810.7587434161 746491.9328710139, -169809.12231148392 746491.9328710139, -169809.18908623495 746474.3470580615, -169820.16527372444 746474.3919133927, -169820.08728641854 746496.0350689973, -169810.7476309794 746496.001402289))",19844
"SRID=3857;POLYGON ((-169847.98401590693 746550.0814578846, -169847.83925385 746546.909425625, -169844.4551654751 746547.0551804483, -169843.82065515668 746532.6077143003, -169867.565036226 746531.5653559251, -169868.19954653812 746546.0128217917, -169864.7152459776 746546.1584758145, -169864.86000803453 746549.3416966823, -169847.98401590693 746550.0814578846))",19845
"SRID=3857;POLYGON ((-169785.25539324374 746574.6163559741, -169784.22013430088 746572.1056624195, -169779.38892592205 746574.1007707125, -169772.3757749234 746557.1090386106, -169790.40956317104 746549.6666714869, -169797.42261405155 746566.658502077, -169792.25743179937 746568.7880755987, -169793.29269073586 746571.2986682027, -169785.25539324374 746574.6163559741))",19846
"SRID=3857;POLYGON ((-169730.7979298722 746543.9616704899, -169738.0559549953 746540.9690601276, -169742.43085255355 746551.6057349154, -169735.17282743045 746554.598345859, -169730.7979298722 746543.9616704899))",19847
"SRID=3857;POLYGON ((-169748.87626798483 746566.8713888659, -169744.16739655955 746555.4501952273, -169748.21943268116 746553.7689746014, -169745.06910599399 746546.1249098738, -169758.02671161387 746540.7785507331, -169765.89702216935 746559.8549955405, -169760.2753288666 746562.1751790643, -169759.8300303709 746561.0879647173, -169755.66666962067 746562.814040978, -169756.11196812268 746563.8900667044, -169748.87626798483 746566.8713888659))",19848
"SRID=3857;POLYGON ((-169737.56620674013 746580.7024800358, -169741.67390517605 746579.5031771766, -169743.27689967366 746585.0176723293, -169739.1692012377 746586.2057866502, -169737.56620674013 746580.7024800358))",19849
